,loss,accuracy,val_loss,val_accuracy
1,0.8088375926017761,0.6590893268585205,2.2034175395965576,0.0
2,0.4910310208797455,0.7825213074684143,0.2450748234987259,0.9234393239021301
3,0.42255255579948425,0.8313812613487244,2.577418088912964,0.038869258016347885
4,0.38068726658821106,0.8466976284980774,1.6770879030227661,0.12642323970794678
5,0.3479257822036743,0.8603506684303284,3.373281240463257,0.13113467395305634
6,0.33735784888267517,0.8670732378959656,1.114601969718933,0.5406360626220703
7,0.327788770198822,0.8742116689682007,0.3660917282104492,0.8727915287017822
8,0.31141898036003113,0.879686713218689,0.6589491367340088,0.7573615908622742
9,0.3117900788784027,0.8847460150718689,0.4853454828262329,0.8107577562332153
10,0.29653200507164,0.884260892868042,0.3140101432800293,0.8939929604530334
11,0.2939769923686981,0.8879340291023254,0.524133026599884,0.8272477388381958
12,0.28450214862823486,0.8926467299461365,1.730300784111023,0.5398508310317993
13,0.27615705132484436,0.8974980711936951,0.7149196863174438,0.7404789924621582
14,0.2749135494232178,0.8970129489898682,0.6928379535675049,0.7675696611404419
15,0.2794589102268219,0.8947951793670654,0.17287194728851318,0.9367883801460266
16,0.2686208188533783,0.8999930620193481,0.5121045708656311,0.7707106471061707
17,0.25973784923553467,0.9031118154525757,1.1962590217590332,0.6329014301300049
18,0.25744667649269104,0.9061611890792847,4.971744537353516,0.2489202916622162
19,0.25796326994895935,0.9019336104393005,0.32620757818222046,0.9269729256629944
20,0.2514605224132538,0.9048444032669067,0.4735935628414154,0.8358853459358215
21,0.24982701241970062,0.9081017374992371,2.2063827514648438,0.3945818543434143
22,0.24911929666996002,0.9097650647163391,0.45712757110595703,0.8590498566627502
23,0.2506912052631378,0.9092799425125122,0.688467800617218,0.8453081846237183
24,0.2383357137441635,0.9135075211524963,0.6769120097160339,0.8319591879844666
25,0.23090140521526337,0.9122600555419922,1.629578709602356,0.55241459608078
26,0.24052764475345612,0.9151708483695984,2.3362882137298584,0.3466823697090149
27,0.23415108025074005,0.9175965189933777,0.8319715261459351,0.8186101317405701
28,0.23851938545703888,0.9160025119781494,1.2746446132659912,0.6682371497154236
29,0.24106159806251526,0.9138540625572205,0.46846431493759155,0.8374558091163635
30,0.2316519170999527,0.9164876341819763,0.5980480909347534,0.8390263319015503
31,0.22300252318382263,0.920923113822937,0.6870409250259399,0.8570867776870728
32,0.23343904316425323,0.9198142886161804,8.541230201721191,0.01727522537112236
33,0.21654263138771057,0.9259130954742432,1.9743350744247437,0.6756969094276428
34,0.22700361907482147,0.9195370674133301,4.104204177856445,0.357675701379776
35,0.23003916442394257,0.9182895421981812,1.6610026359558105,0.6929721236228943
36,0.22950485348701477,0.9232102036476135,4.96279764175415,0.17785629630088806
37,0.2087765634059906,0.9292397499084473,0.7907395362854004,0.9254024624824524
38,0.21661262214183807,0.9236260056495667,0.34689971804618835,0.9065567255020142
39,0.21073366701602936,0.924734890460968,2.4163739681243896,0.5873576998710632
40,0.21186776459217072,0.9267447590827942,1.2663253545761108,0.8036906123161316
