,loss,accuracy,val_loss,val_accuracy
1,0.7139958739280701,0.6531956195831299,1.1246535778045654,0.0
2,0.5984286069869995,0.678081214427948,1.2484136819839478,0.15789473056793213
3,0.5428140163421631,0.7412310838699341,0.8110266923904419,0.649646520614624
4,0.5051186680793762,0.7724248170852661,1.5224529504776,0.07973291724920273
5,0.47582584619522095,0.7869818210601807,0.640977144241333,0.6025137305259705
6,0.45950451493263245,0.8016082048416138,1.4313863515853882,0.2026708573102951
7,0.44507667422294617,0.8062525987625122,1.6827703714370728,0.3130400776863098
8,0.4345543682575226,0.8111742734909058,1.8878090381622314,0.5597015023231506
9,0.42581599950790405,0.8193539381027222,2.943812131881714,0.12882953882217407
10,0.4115068018436432,0.8293359279632568,2.7729313373565674,0.20895522832870483
11,0.4058070182800293,0.8330098390579224,0.584708571434021,0.7152395844459534
12,0.38331344723701477,0.8421599864959717,0.19912439584732056,0.9300864338874817
13,0.378317266702652,0.844586193561554,2.959099531173706,0.09033778309822083
14,0.3719434142112732,0.8456952571868896,1.145522117614746,0.5966221690177917
15,0.36904004216194153,0.8493691682815552,7.287158489227295,0.07030636072158813
16,0.3611315190792084,0.8521419763565063,0.662470817565918,0.7336999177932739
17,0.3440192639827728,0.8577568531036377,3.1982064247131348,0.31932443380355835
18,0.3365507423877716,0.8638569116592407,0.5934640169143677,0.8134328126907349
19,0.33616018295288086,0.8664910793304443,0.0869622752070427,0.9858601689338684
20,0.339394211769104,0.8686399459838867,3.6458096504211426,0.1292223036289215
21,0.34135887026786804,0.860252320766449,1.3296607732772827,0.2655145227909088
22,0.3295726180076599,0.8702343106269836,1.353545904159546,0.37981146574020386
23,0.33322659134864807,0.869818389415741,0.3354550004005432,0.8664571642875671
24,0.32471224665641785,0.869194507598877,4.372879505157471,0.23448546230793
25,0.32058292627334595,0.8734923005104065,1.8578540086746216,0.5259230136871338
26,0.3219069242477417,0.8727990984916687,0.900845468044281,0.7643362283706665
27,0.3214143216609955,0.8727990984916687,3.9592037200927734,0.20306362211704254
28,0.30980756878852844,0.8797310590744019,1.807124137878418,0.2274155467748642
29,0.306642085313797,0.8804935812950134,0.8797623515129089,0.6351138949394226
30,0.31354328989982605,0.8777207732200623,0.658785879611969,0.7391987442970276
31,0.30525535345077515,0.8815333247184753,1.0710527896881104,0.6398271918296814
32,0.29625362157821655,0.8826424479484558,1.1467405557632446,0.6237235069274902
33,0.30319175124168396,0.8802856206893921,1.4796744585037231,0.5125687122344971
34,0.2979336977005005,0.886732280254364,1.831145167350769,0.3212882876396179
35,0.29184606671333313,0.8849300146102905,0.15738531947135925,0.9340141415596008
36,0.29644763469696045,0.8876334428787231,0.07592358440160751,0.9768263697624207
37,0.29083287715911865,0.8860390782356262,1.5141880512237549,0.4846818447113037
38,0.28620633482933044,0.8868016004562378,4.052464485168457,0.17085625231266022
39,0.2717852294445038,0.8929710388183594,0.5666056275367737,0.8165749907493591
40,0.2861027419567108,0.8928323984146118,0.8340949416160583,0.8260015845298767
